id,latitude,longitude
2687,59.31293076,18.09923147
2688,59.31032038,18.0939246
2689,59.31168362,18.09411705
2690,59.31150764,18.09426294
2691,59.31191832,18.09430089
2692,59.31207001,18.09438358
2693,59.3112023,18.09444679
2694,59.3114267,18.09457145
2695,59.30942087,18.09459007
2696,59.31210006,18.09464443
2697,59.3100445,18.09520963
2698,59.31017277,18.09540589
2699,59.31079145,18.09576929
2700,59.31187482,18.096345
2701,59.31247809,18.09669332
2702,59.30971457,18.09683617
2703,59.30931356,18.09732226
2704,59.30998602,18.09787671
2705,59.31164712,18.09860484
2706,59.31174196,18.09884624
2707,59.3097108,18.09921256
2708,59.30841337,18.09206079
2709,59.30727098,18.09240297
2710,59.30693104,18.09253371
2711,59.30712425,18.09276345
2712,59.30694968,18.09298977
2713,59.30757557,18.09314185
2714,59.30870155,18.09330355
2715,59.30751736,18.0940716
2716,59.30721725,18.094126
2717,59.30783136,18.09421684
2718,59.30740985,18.09454728
2719,59.30855322,18.09596094
2720,59.30796717,18.09672257
2721,59.30833258,18.09721398
2722,59.30837084,18.09755564
2723,59.30841087,18.09765028
2724,59.30476167,18.09634962
2725,59.30476815,18.096097
2726,59.30486535,18.09675089
2727,59.30492015,18.09559173
2728,59.30499485,18.09777479
2729,59.30504051,18.09746527
2730,59.30554167,18.093665
2731,59.30570679,18.09193444
2732,59.30581762,18.09282974
2733,59.30582561,18.09242496
2734,59.30584515,18.09783734
2735,59.30586752,18.09836494
2736,59.3059085,18.09288122
2737,59.3059646,18.09378536
2738,59.30603362,18.09409437
2739,59.30607439,18.09766356
2740,59.30612718,18.09447078
2741,59.30616661,18.09463766
2742,59.30626432,18.09503916
2743,59.30631393,18.09625885
2744,59.30648869,18.09559778
2745,59.29922342,18.09617714
2746,59.29984948,18.09483615
2747,59.30014216,18.09333851
2748,59.30090069,18.09466434
2749,59.30100587,18.09830037
2750,59.3025484,18.09222973
2751,59.30265714,18.09745183
2752,59.30282612,18.09723285
2753,59.30289141,18.09615753
2754,59.30296738,18.0968231
2755,59.30306271,18.09605557
2756,59.30327938,18.09604806
2757,59.30342487,18.09163801
2758,59.3035167,18.09589792
2759,59.30366639,18.09147795
2760,59.30376278,18.09318574
2761,59.30377674,18.09607421
2762,59.30380009,18.09561665
2763,59.30386251,18.09728409
2764,59.30397105,18.09544805
2765,59.30401893,18.09411052
2766,59.30409344,18.09756599
2767,59.30413747,18.0970649
2768,59.30424838,18.09662329
2769,59.3042861,18.09402086
2770,59.304287,18.09489573
2771,59.30439527,18.09219307
2772,59.30460979,18.09707275
2773,59.30467102,18.09273497
2774,59.30471217,18.09745843
2775,59.30473435,18.09209354
2776,59.3047587,18.09395185
2777,59.31041014,18.09025189
2778,59.31053469,18.09026391
2779,59.31120989,18.09034548
2780,59.30910518,18.09068638
2781,59.31056044,18.09075597
2782,59.3105219,18.09103739
2783,59.30991335,18.09116105
2784,59.31091546,18.09120565
2785,59.31180017,18.09122577
2786,59.3109614,18.0915231
2787,59.30999908,18.09183713
2788,59.31060233,18.09188879
2789,59.3111191,18.09196666
2790,59.30973574,18.09244109
2791,59.31147436,18.09328347
2792,59.31155967,18.09332479
2793,59.31097991,18.09347692
2794,59.31145311,18.0935256
2795,59.31059004,18.09352964
2796,59.31170944,18.09353974
2797,59.31121177,18.09359053
2798,59.31202551,18.09372746
2799,59.3115581,18.09374663
2800,59.31027915,18.09391433
2801,59.31235108,18.09301321
2802,59.31256662,18.09145915
2803,59.3125816,18.09333003
2804,59.31279504,18.09388213
2805,59.31282178,18.09016378
2806,59.3133406,18.09374695
2807,59.31339037,18.09239073
2808,59.31357896,18.09081383
2809,59.31375883,18.09067867
2810,59.31437291,18.09028343
2811,59.31452951,18.0922004
2812,59.31456845,18.09161273
2813,59.31501173,18.09305575
2814,59.31508942,18.09216173
2815,59.31510017,18.09147852
2816,59.31553745,18.09050506
2817,59.31566973,18.09231401
2818,59.30496208,18.08961313
2819,59.30518443,18.08969909
2820,59.30527251,18.09008103
2821,59.30540264,18.09130181
2822,59.30560029,18.09146004
2823,59.30631103,18.08962798
2824,59.30657046,18.08958346
2825,59.30711872,18.08933661
2826,59.30767207,18.09073781
2827,59.30767527,18.08870902
2828,59.3077643,18.09106956
2829,59.30792649,18.09050242
2830,59.3079877,18.09112038
2831,59.3080799,18.08889102
2832,59.3081033,18.08884018
2833,59.30832556,18.08906193
2834,59.30839735,18.08935031
2835,59.30854407,18.08887486
2836,59.30859711,18.08885099
2837,59.30906253,18.08755775
2838,59.30911749,18.08752945
2839,59.30937224,18.08689479
2840,59.30958202,18.08653213
2841,59.31018449,18.08786778
2842,59.31028787,18.08689759
2843,59.31043943,18.08760724
2844,59.31045664,18.08702686
2845,59.31064135,18.08997192
2846,59.31069623,18.08940298
2847,59.31070066,18.08955623
2848,59.3109251,18.08835536
2849,59.31116711,18.08794536
2850,59.31126317,18.08768082
2851,59.31150111,18.08777031
2852,59.31157968,18.08676906
2853,59.31163677,18.08834326
2854,59.31168263,18.08799161
2855,59.31174995,18.09005981
2856,59.31183643,18.08740648
2857,59.3118772,18.0872842
2858,59.31189692,18.08708457
2859,59.31199239,18.08698256
2860,59.31203978,18.08891175
2861,59.31208958,18.08656858
2862,59.31210385,18.08708957
2863,59.31211359,18.08701208
2864,59.31293235,18.08518454
2865,59.31360506,18.08524425
2866,59.31267993,18.0862408
2867,59.3131487,18.08693759
2868,59.31313258,18.08701127
2869,59.31320846,18.08708915
2870,59.31264128,18.08719729
2871,59.31403385,18.08753334
2872,59.31395273,18.08786972
2873,59.3148385,18.08810083
2874,59.31304131,18.08837097
2875,59.31251219,18.08918211
2876,59.31246957,18.08927129
2877,59.31214691,18.08957777
2878,59.3137169,18.090027
2879,59.31245626,18.09003465
2880,59.29872369,18.08507592
2881,59.29873308,18.08169578
2882,59.29874907,18.08251562
2883,59.29915175,18.08262257
2884,59.29929157,18.08722218
2885,59.29930048,18.08406291
2886,59.29931309,18.08424997
2887,59.29979562,18.08967402
2888,59.29988194,18.08361627
2889,59.29988966,18.0895724
2890,59.30000958,18.08205707
2891,59.30016101,18.083447
2892,59.30030462,18.08267023
2893,59.3004994,18.08266657
2894,59.30051059,18.08355904
2895,59.30063737,18.0885693
2896,59.30083357,18.09008637
2897,59.30182863,18.08223828
2898,59.30187516,18.0894644
2899,59.30191982,18.08985926
2900,59.30192628,18.08982611
2901,59.30193109,18.08336298
2902,59.3020203,18.08147327
2903,59.30220403,18.08927443
2904,59.30234927,18.08748618
2905,59.30240549,18.08759763
2906,59.30263086,18.0885323
2907,59.30265236,18.08711616
2908,59.30271271,18.08902466
2909,59.30888419,18.08317154
2910,59.30889172,18.0831814
2911,59.30889683,18.08504974
2912,59.30899093,18.08451487
2913,59.30899849,18.08378925
2914,59.30903869,18.08253401
2915,59.30904873,18.08290573
2916,59.30906432,18.08416018
2917,59.30919141,18.08631956
2918,59.3093776,18.08578366
2919,59.30971048,18.08634148
2920,59.3097368,18.08609952
2921,59.3098249,18.08501101
2922,59.31023329,18.08195422
2923,59.31046083,18.08415192
2924,59.31056521,18.08596977
2925,59.31060097,18.08626873
2926,59.31123843,18.08541651
2927,59.3113555,18.08515423
2928,59.31157896,18.08309398
2929,59.31162081,18.08531182
2930,59.31176233,18.08147692
2931,59.31191631,18.0856542
2932,59.3031877,18.08137732
2933,59.30460117,18.08160591
2934,59.30325944,18.08165069
2935,59.30333731,18.08196827
2936,59.30330469,18.08711782
2937,59.3046251,18.08738738
2938,59.30468052,18.08822624
2939,59.30496103,18.08889494
2940,59.3042896,18.08903883
2941,59.304125,18.08956008
2942,59.30426475,18.08992362
2943,59.30330275,18.08997035
2944,59.30496153,18.09040665
2945,59.30436201,18.09044065
2946,59.30431177,18.09050013
2947,59.30426263,18.09055436
2948,59.30415493,18.09065562
2949,59.30462739,18.0907975
2950,59.30453369,18.09146779
2951,59.3051537,18.08134435
2952,59.30563809,18.08346722
2953,59.30594547,18.08617031
2954,59.30609809,18.08309864
2955,59.306158,18.08257456
2956,59.3062893,18.08124676
2957,59.30651914,18.08733662
2958,59.30682902,18.08706259
2959,59.30687078,18.0872773
2960,59.30706117,18.08250913
2961,59.30712993,18.08695762
2962,59.30713867,18.0841523
2963,59.30714173,18.08612731
2964,59.3071595,18.08713954
2965,59.30720271,18.08658025
2966,59.30734546,18.08374037
2967,59.30738572,18.08776827
2968,59.307849,18.08739816
2969,59.30785321,18.08735929
2970,59.3082601,18.08359244
2971,59.30846666,18.08144769
2972,59.30847336,18.0814377
2973,59.30859182,18.08835935
2974,59.30865229,18.08822899
2975,59.3087362,18.08164423
2976,59.30879446,18.08688436
2977,59.30881368,18.08633141
2978,59.30884921,18.08339795
2979,59.30886754,18.08817531
2980,59.31206723,18.08314374
2981,59.31216061,18.08378206
2982,59.31220438,18.08307652
2983,59.31225825,18.08374524
2984,59.31227084,18.08356294
2985,59.31227444,18.08358472
2986,59.31227641,18.08318806
2987,59.31229166,18.08371529
2988,59.31233004,18.0835472
2989,59.31241152,18.08296535
2990,59.31243406,18.08125498
2991,59.31251859,18.08360315
2992,59.31252337,18.08290891
2993,59.31257446,18.08260411
2994,59.31260865,18.08355893
2995,59.31261064,18.08300656
2996,59.31263769,18.08319868
2997,59.31266345,18.08338245
2998,59.31275732,18.08381521
2999,59.31277145,18.08279171
3000,59.31300096,18.08232885
3001,59.31318445,18.08255033
3002,59.31345873,18.08236387
3003,59.31360209,18.0840961
3004,59.3136644,18.08202778
3005,59.31407267,18.08214934
3006,59.31415406,18.08459895
3007,59.33425708,18.09514638
3008,59.33181065,18.09536577
3009,59.33403088,18.09540713
3010,59.3332753,18.09552914
3011,59.33156474,18.09788479
3012,59.33307347,18.09813884
3013,59.33119664,18.09850843
3014,59.33336593,18.09856191
3015,59.33351474,18.09875335
3016,59.33331125,18.09886061
3017,59.33309812,18.09950611
3018,59.33104696,18.09961
3019,59.33281033,18.09970633
3020,59.33121315,18.10038259
3021,59.3352846,18.10041751
3022,59.33531501,18.10094038
3023,59.33160691,18.10136644
3024,59.33168635,18.10296355
3025,59.3317686,18.10326914
3026,59.33258427,18.10584423
3027,59.33498067,18.09163151
3028,59.33470139,18.09170979
3029,59.33180648,18.09172044
3030,59.33471927,18.09185561
3031,59.33435198,18.09190992
3032,59.334375,18.09203062
3033,59.33330493,18.09205186
3034,59.3342927,18.09219628
3035,59.3345514,18.09233044
3036,59.33453213,18.09236046
3037,59.33182851,18.0925345
3038,59.33457265,18.09260833
3039,59.33459741,18.0926372
3040,59.33219467,18.09280888
3041,59.33183957,18.0928796
3042,59.33469986,18.09303459
3043,59.33220085,18.0931532
3044,59.33284027,18.0932959
3045,59.33222,18.09330655
3046,59.33274793,18.09335988
3047,59.33179128,18.09402084
3048,59.33180229,18.0944323
3049,59.33472606,18.0856577
3050,59.33168147,18.08610616
3051,59.33455602,18.0864716
3052,59.33161111,18.08653952
3053,59.33249734,18.08662973
3054,59.33445813,18.0869137
3055,59.33249711,18.08697152
3056,59.3317076,18.08759709
3057,59.33404663,18.08778728
3058,59.3339694,18.08805851
3059,59.33172976,18.08826073
3060,59.33250626,18.08864031
3061,59.33383481,18.08958624
3062,59.33178466,18.09060555
3063,59.33171891,18.09089293
3064,59.33245715,18.09095542
3065,59.33510694,18.09102864
3066,59.33242499,18.09103324
3067,59.33494255,18.09105836
3068,59.33508583,18.09113147
3069,59.33260141,18.09145286
3070,59.3332273,18.09161534
3071,59.33299265,18.08028763
3072,59.33371965,18.08067818
3073,59.33156694,18.08141654
3074,59.33149674,18.08161544
3075,59.33527845,18.08193212
3076,59.33256503,18.08207121
3077,59.33326907,18.08228217
3078,59.33334339,18.08253367
3079,59.33520581,18.08307302
3080,59.33418313,18.08327874
3081,59.33238956,18.0833877
3082,59.33508089,18.08364577
3083,59.33490192,18.08376809
3084,59.33286562,18.08408101
3085,59.33463394,18.08514475
3086,59.33265107,18.08522835
3087,59.33260653,18.08553421
3088,59.33245793,18.07358274
3089,59.33313282,18.0737071
3090,59.33268072,18.07402125
3091,59.33226605,18.07408751
3092,59.33212393,18.07446731
3093,59.33261537,18.07460418
3094,59.33247902,18.07460863
3095,59.33246769,18.07490584
3096,59.33193499,18.07495881
3097,59.33358369,18.07512192
3098,59.33273753,18.07537615
3099,59.3323471,18.07542718
3100,59.3324883,18.07551797
3101,59.33268385,18.07572225
3102,59.33246483,18.07617474
3103,59.33316352,18.07624236
3104,59.33254041,18.07628851
3105,59.33366723,18.07674991
3106,59.33270745,18.0774417
3107,59.33287437,18.07745716
3108,59.33221988,18.07928553
3109,59.33108439,18.07090097
3110,59.33137455,18.07210995
3111,59.33153218,18.07091017
3112,59.33167133,18.07055819
3113,59.33182143,18.07144408
3114,59.33182798,18.07045969
3115,59.33182724,18.0718307
3116,59.33189345,18.07073457
3117,59.33197496,18.07138332
3118,59.33197685,18.07174095
3119,59.33202875,18.07034127
3120,59.33208168,18.07130013
3121,59.33212391,18.07165119
3122,59.33218996,18.07125679
3123,59.33270001,18.07053472
3124,59.33270325,18.07347894
3125,59.33273055,18.07112658
3126,59.33279028,18.07050856
3127,59.33281564,18.07107422
3128,59.3328207,18.07343001
3129,59.33291381,18.0712335
3130,59.3330784,18.07341913
3131,59.33314933,18.07277737
3132,59.33315834,18.07232733
3133,59.33316974,18.07335495
3134,59.33330226,18.073339
3135,59.3333046,18.07351623
3136,59.33340808,18.07264622
3137,59.33351441,18.07227649
3138,59.3335687,18.07262695
3139,59.33359926,18.07293943
3140,59.33362431,18.07322668
3141,59.33362993,18.0734586
3142,59.33368195,18.07279492
3143,59.33375923,18.07644727
3144,59.33379415,18.07534914
3145,59.33382845,18.07483257
3146,59.33385595,18.07629236
3147,59.33401154,18.07293937
3148,59.33419857,18.07822714
3149,59.33432185,18.07722892
3150,59.33441438,18.07710849
3151,59.33447492,18.07283915
3152,59.33469888,18.07101494
3153,59.33483013,18.07421978
3154,59.33486606,18.07426258
3155,59.33495059,18.07464731
3156,59.33504726,18.07120183
3157,59.33517838,18.079322
3158,59.33521881,18.0749294
3159,59.33525447,18.07360258
3160,59.33527539,18.07095612
3161,59.33527892,18.07268068
3162,59.33167931,18.08397634
3163,59.33164637,18.08447807
3164,59.33124324,18.08466534
3165,59.33164846,18.08473466
3166,59.33161534,18.08479836
3167,59.33146814,18.08487048
3168,59.33127876,18.08532888
3169,59.33130159,18.08576119
3170,59.33162473,18.08614541
3171,59.33130133,18.08615323
3172,59.33187219,18.08631685
3173,59.33137559,18.08648515
3174,59.33139591,18.08683201
3175,59.33161382,18.08709706
3176,59.33139562,18.08725924
3177,59.33140296,18.08745311
3178,59.33141563,18.08771953
3179,59.33142569,18.08803319
3180,59.33168749,18.08830587
3181,59.33192728,18.08834626
3182,59.33119307,18.07127418
3183,59.33123399,18.07083749
3184,59.33125875,18.07172156
3185,59.33142645,18.07070154
3186,59.33152684,18.0706417
3187,59.33156509,18.07198526
3188,59.33164329,18.07167231
3189,59.33171425,18.0708423
3190,59.33172365,18.07190554
3191,59.33173384,18.07089687
3192,59.33183481,18.07151048
3193,59.33199672,18.07074776
3194,59.33208601,18.07062233
3195,59.33218028,18.07025402
3196,59.32976889,18.06875985
3197,59.3297979,18.07177013
3198,59.32980359,18.07188647
3199,59.3299123,18.07179539
3200,59.32998526,18.07175495
